VacationHomeID,VacHomeClass,VacHomeZone,VacHomeLotFrontage,VacHomeLotSqFt,VacHomeStreet,VacHomeRoad,VacHomeLotShape,VacHomeLandContour,VacHomeUtilities,VacHomeLotConfig,VacHomeLandSlope,VacHomeNeighborhood,VacHomeCondition,VacHomeBuilding,VacHomeHouseStyle,VacHomeRating,VacHomeQuality,VacHomeConsYear,VacHomeSince,VacHomeRoofStyle,VacHomeRoofMat,VacHomeExterior,VacHomeMasonryVeneer,VacHomeMasonryArea,VacHomeExterQual,VacHomeQual,VacHomeFoundation,VacHomeBsmtQuality,VacHomeBsmtLight,VacHomeBsmtFinish,VacHomeBsmtSqFt,VacHomeHeating,VacHomeHeatingQuality,VacHomeAC,VacHomeElectricalWiring,VacHomeFloor1SqFt,VacHomeFloor2SqFt,VacHomeSqFt,VacHomeNumFullBath,VacHomeNumHalfBath,VacHomeBedroomWithCloset,VacHomeKitcheninHome,VacHomeKitchenQuality,VacHomeRooms,VacHomeFireplaces,VacHomeFireplaceQuality,VacHomeGarageType,VacHomeGarageFinish,VacHomeCarsInGarage,VacHomeGarageArea,VacHomeGarageQuality,VacHomeDriveway,VacHomeWoodDeckSqFt,VacHomePorchSqFt,VacHomePoolSqFt,VacHomePoolQuality,VacHomeFence,VacHomeStartMonth,VacHomeStartYear,VacHomeSaleType,VacHomeSaleCondition,VacHomeSalePrice,VacHomeInterestInHome,VacHomeGoodSchools,VacHomeAvailableDate,VacHomeBarCode,VacHomeOwnerAddress,VacHomeOwnerCity,VacHomeOwnerCountry,VacHomeOwnerEmail,VacHomeOwnerGender,VacHomeOwnerState,VacHomeOwnerZipcode,VacHomeRenovationAmount,VacHomeSurveyDate,VacHomeSurveyRating,VacHomeReviewDate,VacHomeReviewRating
1247,VacHomeClass-6,VacHomeZone-5,65.0,8125,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 22,Proximity to School,Apartment,Bungalow,7,5,2010,2011,Gable,Rolled Roofing,Board Batten,Manmade Stone,0.0,4,3,Individual footing,4.0,No Sunlight,Dry Wall,756,Furnace,5,Yes,NM Cable,756,797,1553,2,1,3,1,4,6,0,,Attached,Wood Sheathing,2,615,3,Paved,0,0,0,0,No Fence,3,2006,Government-backed programs,Distress Sale,154801.0,Y,N,2021-05-25,95162607,"Rudolph-Scheibe-Straße 0
18695 Schongau",Hohenstein-Ernstthal,Katar,muellerhans-eberhard@tschentscher.com,F,Saarland,33551,79.0,2021-01-25,2.9,2021-01-25,2.9
1248,VacHomeClass-9,VacHomeZone-1,,12328,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 12,Proximity to School,Apartment,Spanish,6,5,1980,1984,Gable,Rolled Roofing,Horizontal Wood,Natural Stone,335.0,3,3,Combined footing,3.0,Large Windows,ZenWall Panels,1012,Furnace,3,Yes,NM Cable,1034,0,1034,1,0,3,1,3,6,0,,Attached,Metal Panels,3,888,3,Paved,0,0,0,0,No Fence,5,2010,Down payment assistance,Regular,141023.0,N,Y,2021-08-29,77338945,"Hübelallee 5/1
58094 Kelheim",Belzig,Kenia,oda85@maelzer.com,F,Berlin,20793,60.0,2021-01-01,3.2,2021-01-01,3.2
1249,VacHomeClass-8,VacHomeZone-2,60.0,9600,Cobblestone,Concrete,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 18,Proximity to School,Apartment,Modern,6,5,1920,1955,Gable,Rolled Roofing,Concrete,Manmade Stone,0.0,3,3,Strip foundation,4.0,No Sunlight,Foamax,735,Radiant Heating,2,No,NM Cable,1134,924,2058,1,1,3,1,3,8,1,Gd,Detached,Metal Panels,2,396,2,Partially Gravel,0,0,0,0,No Fence,4,2008,Down payment assistance,Regular,107491.0,Y,N,2021-08-30,83647437,"Beerallee 261
11303 Düren",Bremervörde,Neuseeland,fabiangiess@hotmail.de,Unknown,Saarland,40158,37.0,2021-02-08,2.4,2021-02-08,2.4
1250,VacHomeClass-1,VacHomeZone-1,60.0,7200,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,NAmes,Proximity to School,Apartment,Contemporary,5,7,1955,1957,Gable,Rolled Roofing,Log Wood,Manmade Stone,0.0,3,3,Combined footing,3.0,No Sunlight,CleanSpace Wall System,876,Furnace,3,Yes,NM Cable,988,0,988,1,0,3,1,3,6,0,,Attached,Metal Panels,1,276,3,Paved,0,0,0,0,No Fence,5,2007,Down payment assistance,Regular,98776.0,Y,N,2021-08-05,91368942,"Florence-Bolnbach-Allee 3
02077 Ebersberg",Plauen,Guinea-Bissau,steinbergalicia@yahoo.de,Unknown,Hamburg,61810,5.0,2021-03-10,4.4,2021-03-10,4.4
1251,VacHomeClass-1,VacHomeZone-1,93.0,11160,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,NAmes,Proximity to School,Apartment,Contemporary,7,5,1972,1977,Sawtooth,Rolled Roofing,Vertical Wood,Manmade Stone,0.0,4,3,Combined footing,3.0,No Sunlight,BrightWall Paneling,2110,Furnace,5,Yes,NM Cable,2110,0,2110,2,1,3,1,5,8,2,TA,Attached,DryWall,2,522,3,Paved,0,0,0,0,No Fence,4,2010,Down payment assistance,Regular,202526.0,N,Y,2021-02-04,81703722,"Kraushaarallee 807
82429 Anklam",Marktheidenfeld,Antarktis,marlisbudig@hotmail.de,Unknown,Baden-Württemberg,19021,34.0,2021-07-22,4.5,2021-07-22,4.5
1252,VacHomeClass-12,VacHomeZone-1,,3136,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,RNH 16,Proximity to School,SingleFamilyHome,Contemporary,7,5,2004,2011,Gable,Rolled Roofing,Board Batten,Manmade Panels,163.0,4,3,Individual footing,4.0,No Sunlight,Dry Wall,1405,Furnace,5,Yes,NM Cable,1405,0,1405,2,0,2,1,4,6,1,Gd,Attached,Wood Sheathing,2,478,3,Paved,148,0,0,0,No Fence,3,2006,Down payment assistance,Regular,142558.5,N,Y,2021-04-17,92771871,"Metzgasse 3
07746 Werdau",Werdau,Kaimaninseln,hzimmer@gmail.com,M,Berlin,31519,53.0,2021-07-29,4.7,2021-07-29,4.7
1253,VacHomeClass-1,VacHomeZone-1,62.0,9858,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 12,Proximity to School,Apartment,Contemporary,5,6,1972,1973,Gable,Rolled Roofing,Horizontal Wood,Manmade Stone,0.0,3,3,Combined footing,3.0,No Sunlight,CleanSpace Wall System,864,Furnace,3,Yes,NM Cable,874,0,874,1,0,3,1,3,5,0,,Attached,Wood Sheathing,1,288,3,Paved,33,0,0,0,Wood Fences,11,2009,Down payment assistance,Regular,107906.0,Y,Y,2021-11-04,44212544,"Heinz-Schüler-Platz 89
02737 Fallingbostel",Roth,Chile,schlosserbirthe@aol.de,F,Nordrhein-Westfalen,78639,60.0,2021-06-30,1.4,2021-06-30,1.4
1254,VacHomeClass-6,VacHomeZone-1,,17542,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 25,Proximity to School,Apartment,Bungalow,7,7,1975,2008,Gable,Rolled Roofing,Wood Shingle,Manmade Stone,0.0,4,3,Combined footing,3.0,French Doors,Basement to Beautiful Panels,1192,Furnace,3,Yes,NM Cable,1516,651,2167,2,1,3,1,4,9,2,Gd,Attached,Wood Sheathing,2,518,3,Paved,220,0,0,0,Vinyl Fences,7,2007,Down payment assistance,Regular,244026.0,N,N,2021-05-20,64444062,"Hans-Reising-Ring 2
49955 Schwabmünchen",Neu-Ulm,Benin,alexanders@ebert.com,F,Brandenburg,63857,78.0,2021-08-24,3.4,2021-08-24,3.4
1255,VacHomeClass-6,VacHomeZone-1,60.0,6931,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 8,Proximity to School,Apartment,Bungalow,7,5,2005,2011,Gable,Rolled Roofing,Board Batten,Manmade Panels,92.0,4,3,Individual footing,4.0,No Sunlight,Dry Wall,746,Furnace,5,Yes,NM Cable,760,896,1656,2,1,3,1,4,7,1,Gd,Breezeway,DryWall,2,397,3,Paved,178,0,0,0,No Fence,7,2008,Down payment assistance,Regular,137288.0,Y,Y,2021-04-23,67043262,"Hiltraud-Haase-Allee 9
91217 Naila",Luckenwalde,St. Vincent und die Grenadinen,zpoelitz@gmail.com,M,Sachsen,67411,81.0,2021-04-09,3.6,2021-04-09,3.6
1256,VacHomeClass-5,VacHomeZone-2,52.0,6240,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 4,Proximity to School,Apartment,Craftsman,6,6,1934,1955,Gable,Rolled Roofing,Wood Shingle,Manmade Stone,0.0,3,3,Strip foundation,3.0,No Sunlight,Basement to Beautiful Panels,884,Furnace,3,Yes,Underground Feeder Cable,959,408,1367,1,0,3,1,3,6,1,Gd,Detached,Metal Panels,1,560,3,Paved,0,0,0,0,No Fence,11,2007,Down payment assistance,Regular,105831.0,Y,N,2021-01-17,15039033,"Huhnring 978
96792 Merseburg",Recklinghausen,Aruba,attila85@mitschke.com,M,Baden-Württemberg,67939,26.0,2021-08-25,1.7,2021-08-25,1.7
1257,VacHomeClass-1,VacHomeZone-1,91.0,14303,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,RNH 14,Proximity to School,Apartment,Contemporary,8,5,1996,2000,Sawtooth,Rolled Roofing,Horizontal Wood,Natural Stone,554.0,4,3,Individual footing,4.0,French Doors,ZenWall Panels,1986,Furnace,5,Yes,NM Cable,1987,0,1987,2,0,2,1,4,7,1,TA,Attached,DryWall,2,691,3,Paved,262,0,0,0,No Fence,8,2008,Down payment assistance,Regular,250251.0,N,Y,2021-11-27,83291210,"Marijan-Fritsch-Allee 13
00714 Moers",Mettmann,Palästinensische Gebiete,ruthmeister@yahoo.de,M,Berlin,66667,33.0,2021-09-08,2.6,2021-09-08,2.6
1258,VacHomeClass-2,VacHomeZone-1,56.0,4060,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,RNH 8,Proximity to Hospital,Apartment,Contemporary,5,8,1924,1957,Gable,Rolled Roofing,Wood Shingle,Manmade Stone,0.0,3,3,Individual footing,2.0,No Sunlight,Dry Wall,864,Furnace,5,Yes,NM Cable,864,0,864,1,0,2,1,3,4,0,,No Garage,Unfinished,0,0,0,Paved,0,0,0,0,No Fence,7,2009,Down payment assistance,Regular,82923.0,N,Y,2021-01-01,1550238,"Wencke-Wilmsen-Gasse 40
33853 Niesky",Ochsenfurt,Togo,wagenknechtmark@hotmail.de,F,Berlin,49115,45.0,2021-04-16,4.0,2021-04-16,4.0
1259,VacHomeClass-9,VacHomeZone-1,59.0,9587,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 9,Proximity to School,Apartment,Spanish,7,5,2009,2014,Gable,Rolled Roofing,Board Batten,Manmade Panels,182.0,4,3,Individual footing,4.0,French Doors,ZenWall Panels,856,Furnace,5,Yes,NM Cable,1166,0,1166,2,0,2,1,4,5,0,,Attached,DryWall,2,400,3,Paved,212,0,0,0,No Fence,7,2008,Down payment assistance,Regular,157706.0,N,N,2021-10-25,45098260,"Antonio-Rust-Ring 84
88217 Hainichen",Pasewalk,Serbien,jasmin74@aol.de,F,Baden-Württemberg,76759,57.0,2021-01-09,4.8,2021-01-09,4.8
1260,VacHomeClass-1,VacHomeZone-1,65.0,9750,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,T-intersection,No Slope,NAmes,Proximity to School,Apartment,Contemporary,6,8,1971,1973,Gable,Rolled Roofing,Horizontal Wood,Manmade Stone,0.0,3,3,Combined footing,4.0,No Sunlight,BrightWall Paneling,1054,Furnace,4,Yes,NM Cable,1054,0,1054,1,1,3,1,3,6,0,,Attached,Metal Panels,2,460,3,Paved,180,0,0,0,No Fence,7,2008,Down payment assistance,Regular,125336.0,N,Y,2021-11-04,68588977,"Geißlerstr. 474
30852 Dessau",Wolmirstedt,Mauritius,constanze00@striebitz.org,Unknown,Hessen,2682,21.0,2021-02-03,3.0,2021-02-03,3.0
1261,VacHomeClass-6,VacHomeZone-1,,24682,Cobblestone,Gravel,Irregular Lots,Flat,Trash|Gas|Water|Electricity,Cul-de-sac,No Slope,RNH 9,Proximity to Restaurants,Apartment,Bungalow,6,5,2002,2004,Gable,Rolled Roofing,Board Batten,Manmade Stone,0.0,3,3,Individual footing,4.0,No Sunlight,Dry Wall,841,Furnace,5,Yes,NM Cable,892,783,1675,2,1,3,1,3,7,1,TA,Breezeway,DryWall,2,502,3,Paved,0,0,0,0,No Fence,6,2009,Down payment assistance,Regular,150236.0,Y,N,2021-05-15,79626187,"Hentschelgasse 6/1
35832 Hildburghausen",Lüneburg,Vietnam,mansguenter@stadelmann.org,F,Niedersachsen,27148,5.0,2021-01-12,4.6,2021-01-12,4.6
1262,VacHomeClass-1,VacHomeZone-1,80.0,9600,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,NAmes,Proximity to School,Apartment,Contemporary,5,6,1960,1962,Sawtooth,Rolled Roofing,Log Wood,Manmade Stone,0.0,3,3,Combined footing,3.0,No Sunlight,Foamax,1050,Furnace,4,Yes,NM Cable,1050,0,1050,1,0,2,1,3,5,0,,Attached,Metal Panels,1,338,3,Paved,0,0,0,0,No Fence,6,2009,Down payment assistance,Regular,106993.0,Y,N,2021-11-12,92165045,"Pieperweg 1/2
36376 Döbeln",Havelberg,Peru,muehlehans-ulrich@googlemail.com,M,Bremen,95104,62.0,2021-07-27,3.8,2021-07-27,3.8
1263,VacHomeClass-5,VacHomeZone-1,,11250,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 5,Proximity to School,Apartment,Craftsman,4,5,1960,1998,Gable,Rolled Roofing,Wood Shingle,Manmade Stone,0.0,3,3,Combined footing,3.0,Large Windows,Dry Wall,1104,Furnace,5,Yes,Underground Feeder Cable,1104,684,1788,1,0,5,1,3,8,2,TA,Attached,Metal Panels,1,304,3,Paved,120,0,0,0,No Fence,11,2009,Down payment assistance,Regular,134051.0,N,Y,2021-03-03,7797224,"Löfflergasse 2
98786 Schlüchtern",Mayen,Bulgarien,klaus-juergenrust@yahoo.de,M,Thüringen,19189,70.0,2021-07-03,4.8,2021-07-03,4.8
1264,VacHomeClass-7,VacHomeZone-1,60.0,13515,Cobblestone,Cobblestone,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 4,Proximity to School,Apartment,Bungalow,6,6,1922,1956,Curved,Rolled Roofing,Wood Shingle,Manmade Stone,0.0,3,3,Individual footing,3.0,No Sunlight,Dry Wall,764,Furnace,5,Yes,Underground Feeder Cable,1060,764,1824,1,0,3,1,3,8,1,Gd,Detached,Metal Panels,2,520,3,Only Gravel,0,0,0,0,Composite Fences,7,2007,Down payment assistance,Regular,149821.0,N,Y,2021-10-08,29095483,"Dowergweg 3/0
84773 Lüdenscheid",Mellrichstadt,Amerikanische Jungferninseln,wagnerkordula@gmail.com,M,Sachsen-Anhalt,19938,79.0,2021-10-16,4.9,2021-10-16,4.9
1265,VacHomeClass-12,VacHomeZone-4,34.0,4060,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,NAmes,Proximity to School,SingleFamilyHome,Contemporary,6,5,1999,2005,Gable,Rolled Roofing,Log Wood,Manmade Stone,0.0,4,3,Individual footing,4.0,No Sunlight,ZenWall Panels,1405,Furnace,5,Yes,NM Cable,1337,0,1337,2,0,2,1,4,5,0,,Attached,DryWall,2,511,3,Paved,144,0,0,0,No Fence,8,2008,Reverse Mortgage,Shortsale,150236.0,N,N,2021-10-15,60157140,"Gotthardstraße 4
11556 Demmin",Steinfurt,Nicaragua,fredy05@kusch.com,M,Hamburg,40731,75.0,2021-03-13,1.9,2021-03-13,1.9
1266,VacHomeClass-13,VacHomeZone-5,35.0,3735,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Key lot,No Slope,RNH 22,Proximity to School,SingleFamilyHome,Bungalow,7,5,2002,2007,Sawtooth,Rolled Roofing,Log Wood,Natural Stone,218.0,4,3,Individual footing,4.0,No Sunlight,ZenWall Panels,691,Furnace,5,Yes,NM Cable,713,739,1452,2,1,3,1,4,6,0,,Detached,Metal Panels,2,506,3,Paved,0,0,0,0,No Fence,3,2006,Down payment assistance,Regular,152643.0,N,N,2021-03-30,74642175,"Anni-Spieß-Allee 455
83792 Hainichen",Günzburg,Tunesien,daniela51@aol.de,M,Sachsen-Anhalt,70624,79.0,2021-05-19,2.4,2021-05-19,2.4
1267,VacHomeClass-15,VacHomeZone-2,60.0,10120,Cobblestone,Gravel,Reverse Pie,Slope,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 18,Proximity to Hospital,Condo,Modern,7,4,1915,1955,Sawtooth,Rolled Roofing,Wood Shingle,Manmade Stone,0.0,2,3,Combined footing,3.0,No Sunlight,Dry Wall,925,Furnace,3,No,Armored Cable,964,925,1889,1,1,4,2,3,9,1,Gd,Detached,Metal Panels,1,308,3,Only Gravel,0,0,0,0,Vinyl Fences,1,2007,Down payment assistance,Regular,101266.0,Y,N,2021-07-02,74496464,"Gutknechtring 57
62745 Calw",Lichtenfels,Französisch-Guayana,elisestumpf@holt.net,F,Thüringen,30575,42.0,2021-06-17,1.3,2021-06-17,1.3
1268,VacHomeClass-1,VacHomeZone-1,89.0,13214,Cobblestone,Gravel,Reverse Pie,High Level,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 24,Proximity to School,Apartment,Contemporary,9,5,2011,2013,Sawtooth,Rolled Roofing,Fiber cement,Manmade Stone,0.0,5,3,Individual footing,5.0,French Doors,Dry Wall,2002,Furnace,5,Yes,NM Cable,2018,0,2018,2,0,3,1,5,10,1,Gd,Attached,DryWall,3,746,3,Paved,144,0,0,0,No Fence,5,2010,Down payment assistance,Regular,314161.0,Y,N,2021-05-14,92633940,"Budigring 103
84457 Siegen",Peine,Guam,sibilla88@gmx.de,M,Rheinland-Pfalz,98367,81.0,2021-02-07,2.9,2021-02-07,2.9
1269,VacHomeClass-5,VacHomeZone-1,,14100,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,Little Slope,RNH 7,Proximity to School,Apartment,Craftsman,8,9,1939,2000,Gable,Rolled Roofing,Fiber cement,Natural Stone,632.0,3,4,Combined footing,3.0,Small Windows,Foamax,728,Furnace,5,Yes,NM Cable,1968,1479,3447,3,1,4,1,4,11,2,Gd,Breezeway,Metal Panels,3,1014,3,Paved,314,0,0,0,Wood Fences,5,2008,Down payment assistance,Regular,316236.0,Y,N,2021-04-02,75225179,"Langeplatz 97
75833 Freising",Meißen,Norfolkinsel,lehmanndavid@tlustek.org,M,Berlin,56413,90.0,2021-06-25,2.7,2021-06-25,2.7
1270,VacHomeClass-5,VacHomeZone-1,78.0,11344,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,NAmes,Proximity to Hospital,Apartment,Craftsman,5,5,1961,1966,Gable,Rolled Roofing,Log Wood,Natural Stone,180.0,3,3,Combined footing,3.0,No Sunlight,CleanSpace Wall System,874,Boiler,3,Yes,Underground Feeder Cable,874,650,1524,1,1,3,1,3,7,0,,Attached,Metal Panels,1,315,3,Paved,0,0,0,0,Wood Fences,7,2007,Down payment assistance,Regular,119526.0,N,N,2021-12-02,17338479,"Jäntschweg 7
50177 Sangerhausen",Biedenkopf,Südgeorgien und die Südlichen Sandwichinseln,joseph54@googlemail.com,Unknown,Mecklenburg-Vorpommern,32837,41.0,2021-05-03,4.2,2021-05-03,4.2
1271,VacHomeClass-3,VacHomeZone-1,,23595,Cobblestone,Gravel,Pie,Low Level,Trash|Gas|Water|Electricity,Interior lot,Severe Slope,RNH 5,Proximity to School,Apartment,Contemporary,7,6,1982,1984,Sawtooth,Asphalt Shingles,Brick,Manmade Stone,0.0,4,3,Individual footing,4.0,French Doors,ZenWall Panels,1332,Furnace,3,Yes,NM Cable,1332,192,1524,0,1,0,1,4,4,1,TA,Attached,DryWall,2,586,3,Paved,268,0,0,0,No Fence,4,2010,Down payment assistance,Regular,215806.0,Y,N,2021-05-10,87631463,"Killerring 941
00439 Sigmaringen",Kehl,Syrien,filizjunk@stolze.de,Unknown,Brandenburg,85557,13.0,2021-07-09,3.7,2021-07-09,3.7
1272,VacHomeClass-1,VacHomeZone-1,,9156,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 17,Proximity to Park,Apartment,Contemporary,6,7,1972,1974,Sawtooth,Rolled Roofing,Vertical Wood,Manmade Stone,0.0,3,3,Combined footing,3.0,No Sunlight,Dry Wall,1489,Furnace,4,Yes,NM Cable,1489,0,1489,2,0,3,1,4,7,1,Gd,Attached,Wood Sheathing,2,462,3,Paved,0,0,0,0,No Fence,8,2009,Down payment assistance,Regular,154178.5,Y,N,2021-08-17,46188793,"Gierschnerring 9
18204 Eilenburg",Staßfurt,St. Martin,paertzeltalfonso@huhn.com,F,Mecklenburg-Vorpommern,20541,5.0,2021-05-13,2.0,2021-05-13,2.0
1273,VacHomeClass-1,VacHomeZone-1,,13526,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Cul-de-sac,No Slope,RNH 20,Proximity to School,Apartment,Contemporary,5,6,1969,1972,Sawtooth,Rolled Roofing,Horizontal Wood,Natural Stone,114.0,3,3,Combined footing,3.0,No Sunlight,CleanSpace Wall System,935,Furnace,3,Yes,NM Cable,935,0,935,1,0,3,1,3,5,0,,Attached,Metal Panels,1,288,3,Paved,180,0,0,0,Vinyl Fences,11,2006,Down payment assistance,Regular,113716.0,N,N,2021-07-28,82963842,"Elfie-Scheibe-Weg 8/8
61784 Ribnitz-Damgarten",Vohenstrauß,Bermuda,roerrichtaugusta@aol.de,Unknown,Sachsen,6991,28.0,2021-05-21,3.6,2021-05-21,3.6
1274,VacHomeClass-9,VacHomeZone-1,124.0,11512,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,RNH 8,Proximity to School,Apartment,Spanish,6,7,1962,2009,Gable,Rolled Roofing,Brick,Natural Stone,84.0,3,3,Combined footing,3.0,Large Windows,BrightWall Paneling,1019,Furnace,4,Yes,NM Cable,1357,0,1357,1,0,2,1,5,5,1,Gd,Barns,Wood Sheathing,1,312,3,Paved,0,0,0,0,Composite Fences,5,2008,Down payment assistance,Regular,146916.0,N,N,2021-05-16,23195752,"Mosemanngasse 3
32103 Weißwasser",Pinneberg,Senegal,niemeierbrian@rust.com,Unknown,Bayern,41728,76.0,2021-11-12,1.4,2021-11-12,1.4
1275,VacHomeClass-5,VacHomeZone-1,53.0,5362,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,RNH 7,Proximity to School,Apartment,Craftsman,5,6,1912,2007,Gable,Rolled Roofing,Wood Shingle,Manmade Stone,0.0,3,3,Individual footing,3.0,No Sunlight,Dry Wall,661,Furnace,5,Yes,NM Cable,661,589,1250,2,0,3,1,3,8,1,Gd,Detached,Metal Panels,2,552,3,Paved,242,0,0,0,No Fence,11,2007,Down payment assistance,Regular,115376.0,N,N,2021-05-21,86522502,"Weihmannstraße 23
47919 Starnberg",Pasewalk,Bosnien und Herzegowina,mentzelabraham@yahoo.de,Unknown,Bayern,72382,75.0,2021-12-14,2.8,2021-12-14,2.8
1276,VacHomeClass-11,VacHomeZone-1,95.0,11345,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,NAmes,Proximity to Hospital,Townhome,Bungalow,5,5,1949,1959,Gable,Concrete Tile,Concrete,Manmade Panels,567.0,3,3,Combined footing,3.0,No Sunlight,Foamax,928,Furnace,4,Yes,Underground Feeder Cable,928,992,1920,2,0,4,2,3,10,0,,Detached,Metal Panels,2,400,3,Paved,0,0,0,0,No Fence,7,2007,Down payment assistance,Regular,113716.0,Y,N,2021-12-16,96817889,"Wagnergasse 4/5
96134 Gelnhausen",Bad Mergentheim,Ghana,waehnerrena@googlemail.com,M,Schleswig-Holstein,97232,5.0,2021-02-24,2.1,2021-02-24,2.1
1277,VacHomeClass-6,VacHomeZone-1,,12936,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Cul-de-sac,No Slope,RNH 17,Proximity to School,Apartment,Bungalow,6,6,1974,1978,Gable,Rolled Roofing,Horizontal Wood,Manmade Stone,0.0,3,3,Combined footing,3.0,No Sunlight,CleanSpace Wall System,723,Furnace,3,Yes,NM Cable,735,660,1395,1,1,3,1,3,6,1,TA,Attached,Metal Panels,2,497,3,Paved,294,0,0,0,No Fence,12,2009,Down payment assistance,Regular,134466.0,Y,N,2021-05-15,99901974,"Kazim-Schweitzer-Weg 22
76936 Illertissen",Gießen,Mali,werareuter@googlemail.com,M,Hamburg,7249,36.0,2021-12-29,3.3,2021-12-29,3.3
1278,VacHomeClass-9,VacHomeZone-1,,17871,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Cul-de-sac,No Slope,RNH 17,Proximity to School,Apartment,Spanish,6,5,1968,1980,Gable,Rolled Roofing,Horizontal Wood,Natural Stone,359.0,3,3,Combined footing,4.0,Large Windows,BrightWall Paneling,1680,Furnace,2,Yes,NM Cable,1724,0,1724,1,1,3,1,3,7,1,Gd,Attached,Wood Sheathing,2,480,3,Paved,0,0,0,0,No Fence,6,2009,Down payment assistance,Regular,164263.0,N,Y,2021-11-07,56063899,"Seidelring 8/8
83374 Borna",Nabburg,Mauritius,olgaschinke@schaefer.net,Unknown,Sachsen-Anhalt,87679,20.0,2021-01-18,1.7,2021-01-18,1.7
1279,VacHomeClass-6,VacHomeZone-1,75.0,9473,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 6,Proximity to School,Apartment,Bungalow,8,5,2003,2009,Gable,Rolled Roofing,Board Batten,,,4,3,Individual footing,4.0,No Sunlight,ZenWall Panels,1128,Furnace,5,Yes,NM Cable,1128,903,2031,2,1,3,1,4,7,1,Gd,Attached,Wood Sheathing,2,577,3,Paved,0,0,0,0,No Fence,3,2008,Down payment assistance,Regular,196716.0,N,Y,2021-12-08,57287140,"Hethurstraße 91
18854 Rathenow",Parchim,Isle of Man,etzoldbeatrix@ring.de,Unknown,Schleswig-Holstein,34439,79.0,2021-07-02,1.9,2021-07-02,1.9
1280,VacHomeClass-5,VacHomeZone-3,60.0,7500,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 10,Proximity to School,Apartment,Craftsman,4,4,1925,1957,Gable,Rolled Roofing,Log Wood,Manmade Stone,0.0,3,4,Combined footing,3.0,No Sunlight,Dry Wall,698,Furnace,3,Yes,Underground Feeder Cable,698,430,1128,1,0,2,1,3,6,0,,Detached,Wood Sheathing,2,528,3,Paved,30,0,0,0,No Fence,4,2010,Reverse Mortgage,Shortsale,56778.0,Y,Y,2021-01-27,48699068,"Nikola-Dowerg-Straße 4/5
22022 Gerolzhofen",Staßfurt,Kambodscha,ybarkholz@cichorius.net,F,Hamburg,80725,33.0,2021-07-23,1.2,2021-07-23,1.2
